Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order Year
1608,CA-2017-166674,2017-01-04,03-04-2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,2017.0
1609,CA-2017-161473,2017-01-04,05-04-2017,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2017.0
1610,CA-2017-161473,2017-01-04,05-04-2017,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,2017.0
1611,CA-2017-161473,2017-01-04,05-04-2017,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,2017.0
1612,CA-2017-111213,2017-01-04,05-04-2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,2017.0
1613,CA-2017-103947,2017-01-04,08-04-2017,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,2017.0
1614,CA-2017-149902,2017-01-04,06-04-2017,Standard Class,DW-13540,Don Weiss,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,2017.0
1615,CA-2017-103947,2017-01-04,08-04-2017,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2017.0
1616,CA-2017-127985,2017-01-04,05-04-2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7.04,2017.0
1617,CA-2017-111213,2017-01-04,05-04-2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,2017.0
1618,US-2017-160206,2017-01-04,07-04-2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,2017.0
1619,CA-2017-111213,2017-01-04,05-04-2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,2017.0
1620,CA-2017-166674,2017-01-04,03-04-2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,2017.0
1621,CA-2017-164784,2017-01-05,04-05-2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2017.0
1622,CA-2017-101525,2017-01-05,04-05-2017,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,109.92,2017.0
1623,CA-2017-101525,2017-01-05,04-05-2017,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,19.44,2017.0
1624,CA-2017-164784,2017-01-05,04-05-2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,2017.0
1625,CA-2017-164784,2017-01-05,04-05-2017,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,2017.0
1626,CA-2017-101525,2017-01-05,04-05-2017,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2017.0
1627,CA-2017-152163,2017-01-07,01-07-2017,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2017.0
1628,CA-2017-152163,2017-01-07,01-07-2017,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,12.96,2017.0
1629,CA-2017-152163,2017-01-07,01-07-2017,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2,2017.0
1630,US-2017-158680,2017-01-07,02-07-2017,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.496,2017.0
1631,CA-2017-139997,2017-01-07,03-07-2017,First Class,EM-14140,Eugene Moren,Home Office,United States,Lehi,Utah,84043,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,1499.95,2017.0
1632,US-2017-126431,2017-01-07,01-07-2017,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,75.06,2017.0
1633,US-2017-126431,2017-01-07,01-07-2017,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,10009,East,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,30.84,2017.0
1634,US-2017-126431,2017-01-07,01-07-2017,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,10009,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,30.53,2017.0
1635,CA-2017-132990,2017-01-08,03-08-2017,Second Class,KM-16660,Khloe Miller,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,19.312,2017.0
1636,CA-2017-144337,2017-01-08,05-08-2017,Second Class,SG-20890,Susan Gilcrest,Corporate,United States,Amarillo,Texas,79109,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,19.648,2017.0
1637,CA-2017-155978,2017-01-08,01-08-2017,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,92503,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1039.728,2017.0
1638,CA-2017-155978,2017-01-08,01-08-2017,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,92503,West,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,45.96,2017.0
1639,CA-2017-155481,2017-01-09,05-09-2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,2017.0
1640,CA-2017-151561,2017-01-09,07-09-2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10011,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,2017.0
1641,CA-2017-151561,2017-01-09,07-09-2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,2017.0
1642,CA-2017-116526,2017-01-09,05-09-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,2017.0
1643,CA-2017-129714,2017-01-09,03-09-2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,2017.0
1644,CA-2017-116526,2017-01-09,05-09-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,2017.0
1645,CA-2017-116526,2017-01-09,05-09-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,2017.0
1646,CA-2017-116526,2017-01-09,05-09-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,2017.0
1647,CA-2017-116526,2017-01-09,05-09-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315,11.96,2017.0
1648,CA-2017-129714,2017-01-09,03-09-2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2017.0
1649,CA-2017-151561,2017-01-09,07-09-2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2017.0
1650,CA-2017-155481,2017-01-09,05-09-2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2017.0
1651,CA-2017-151561,2017-01-09,07-09-2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,2017.0
1652,CA-2017-120859,2017-01-09,04-09-2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2017.0
1653,CA-2017-155481,2017-01-09,05-09-2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,2017.0
1654,CA-2017-116526,2017-01-09,05-09-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,2017.0
1655,CA-2017-129714,2017-01-09,03-09-2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,2017.0
1656,CA-2017-129714,2017-01-09,03-09-2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,2017.0
1657,CA-2017-129714,2017-01-09,03-09-2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,2017.0
1658,CA-2017-124583,2017-01-09,03-09-2017,Second Class,LB-16795,Laurel Beltran,Home Office,United States,Huntington Beach,California,92646,West,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,12.78,2017.0
1659,CA-2017-139157,2017-01-10,05-10-2017,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,2017.0
1660,CA-2017-155992,2017-01-10,02-10-2017,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2017.0
1661,CA-2017-111794,2017-01-10,01-10-2017,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,2017.0
1662,CA-2017-111794,2017-01-10,01-10-2017,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.352,2017.0
1663,CA-2017-157686,2017-01-10,02-10-2017,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,2017.0
1664,CA-2017-116918,2017-01-10,06-10-2017,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012,South,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,30.976,2017.0
1665,CA-2017-116918,2017-01-10,06-10-2017,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,5.388,2017.0
1666,CA-2017-155992,2017-01-10,02-10-2017,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,2017.0
1667,CA-2017-159212,2017-01-11,05-11-2017,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,251.79,2017.0
1668,CA-2017-159212,2017-01-11,05-11-2017,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2017.0
1669,CA-2017-100671,2017-01-11,04-11-2017,First Class,CS-12490,Cindy Schnelling,Corporate,United States,Conroe,Texas,77301,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,2017.0
1670,CA-2017-129196,2017-01-11,07-11-2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,2017.0
1671,CA-2017-130393,2017-01-12,03-12-2017,Second Class,JM-15865,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,11.648,2017.0
1672,CA-2017-130393,2017-01-12,03-12-2017,Second Class,JM-15865,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85.246,2017.0
1673,CA-2017-130393,2017-01-12,03-12-2017,Second Class,JM-15865,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",248.43,2017.0
1674,CA-2017-129903,2017-01-12,04-12-2017,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,2017.0
1675,US-2017-155768,2017-01-12,01-12-2017,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22.92,2017.0
1676,CA-2017-113621,2017-01-12,05-12-2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2017.0
1677,US-2017-155768,2017-01-12,01-12-2017,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,2017.0
1678,CA-2017-113621,2017-01-12,05-12-2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,2017.0
1679,US-2017-155768,2017-01-12,01-12-2017,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,47.9,2017.0
1680,CA-2017-142594,2017-01-12,06-12-2017,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15,2017.0
1681,CA-2017-104689,2017-01-12,05-12-2017,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,2017.0
1682,CA-2017-142594,2017-01-12,06-12-2017,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,366.009,2017.0
1683,CA-2017-136483,2017-01-12,06-12-2017,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,2017.0
1684,CA-2017-142594,2017-01-12,06-12-2017,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,2017.0
1685,CA-2017-157336,2017-01-12,05-12-2017,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,2017.0
1686,CA-2017-157336,2017-01-12,05-12-2017,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,2017.0
1687,CA-2017-143805,2017-01-12,03-12-2017,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Richmond,Virginia,23223,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2104.55,2017.0
1688,CA-2017-127698,2017-01-12,01-12-2017,Same Day,MV-18190,Mike Vittorini,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863.928,2017.0
1689,CA-2017-143805,2017-01-12,03-12-2017,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Richmond,Virginia,23223,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,40.7,2017.0
1690,CA-2017-136434,2017-01-12,07-12-2017,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,2017.0
1691,US-2017-155768,2017-01-12,01-12-2017,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2017.0
1692,US-2017-150035,2017-01-12,05-12-2017,Standard Class,CL-11890,Carl Ludwig,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2017.0
1693,CA-2017-142594,2017-01-12,06-12-2017,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,137.94,2017.0
1694,CA-2017-160304,2017-02-01,07-01-2017,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,231.98,2017.0
1695,CA-2017-160304,2017-02-01,07-01-2017,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,2017.0
1696,CA-2017-147431,2017-02-02,07-02-2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2017.0
1697,CA-2017-144645,2017-02-02,08-02-2017,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2017.0
1698,CA-2017-158841,2017-02-02,04-02-2017,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,18.69,2017.0
1699,CA-2017-158841,2017-02-02,04-02-2017,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",8749.95,2017.0
1700,CA-2017-158841,2017-02-02,04-02-2017,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,2017.0
1701,CA-2017-123540,2017-02-04,06-04-2017,Second Class,DJ-13420,Denny Joy,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,1454.9,2017.0
1702,CA-2017-104311,2017-02-05,06-05-2017,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,18.936,2017.0
1703,CA-2017-104311,2017-02-05,06-05-2017,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,2017.0
1704,CA-2017-104311,2017-02-05,06-05-2017,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-LA-10000973,Office Supplies,Labels,Avery 502,5.04,2017.0
1705,CA-2017-146836,2017-02-05,02-05-2017,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,2017.0
1706,CA-2017-148698,2017-02-05,07-05-2017,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,2017.0
1707,CA-2017-146836,2017-02-05,02-05-2017,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,45.576,2017.0
1708,CA-2017-154060,2017-02-05,08-05-2017,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056,2017.0
1709,CA-2017-109400,2017-02-05,06-05-2017,Standard Class,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,2017.0
1710,US-2017-119046,2017-02-06,06-06-2017,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,2017.0
1711,US-2017-128293,2017-02-06,05-06-2017,First Class,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,2017.0
